flight_id,date,pilot_id,aircraft_id,mission_type,duration_hours,fuel_used_lbs,status,notes
FL0643,2024-12-04,P012,A015,Transport,2.5,4631,Completed,Successful transport operation
FL0644,2024-12-04,P016,A007,Transport,2.9,5950,Completed,Successful transport operation
FL0645,2024-12-04,P013,A009,Patrol,3.9,7653,Completed,Joint force patrol exercise
FL0646,2024-12-04,P019,A018,Reconnaissance,3.4,6463,Completed,Successful reconnaissance operation
FL0647,2024-12-04,P007,A020,Training,2.2,4479,Completed,training systems check completed
FL0648,2024-12-04,P012,A018,Transport,2.5,4636,Cancelled,Advanced transport training
FL0649,2024-12-04,P008,A015,Reconnaissance,3.1,6018,Cancelled,Night reconnaissance mission
FL0650,2024-12-04,P005,A009,Patrol,3.8,7890,Completed,Emergency patrol training
FL0651,2024-12-05,P014,A008,Reconnaissance,3.7,7688,Completed,Routine reconnaissance mission
FL0652,2024-12-05,P020,A008,Combat,3.7,7249,Completed,Routine combat mission
FL0653,2024-12-05,P001,A003,Reconnaissance,4.3,8065,Completed,reconnaissance systems check completed
FL0654,2024-12-05,P010,A020,Training,2.1,4240,Completed,Standard training procedures
FL0655,2024-12-05,P004,A018,Reconnaissance,2.9,5582,Completed,Joint force reconnaissance exercise
FL0656,2024-12-05,P011,A007,Training,1.6,3077,Completed,Weather-related training mission
FL0657,2024-12-05,P009,A010,Training,2.3,4813,Completed,Weather-related training mission
FL0658,2024-12-05,P001,A004,Combat,4.8,9107,Completed,combat systems check completed
FL0659,2024-12-05,P019,A004,Transport,2.5,4677,Completed,Successful transport operation
FL0660,2024-12-05,P020,A008,Transport,3.0,6006,Completed,transport systems check completed
FL0661,2024-12-06,P012,A001,Transport,2.9,5655,Completed,Emergency transport training
FL0662,2024-12-06,P014,A016,Reconnaissance,3.0,5606,Completed,Night reconnaissance mission
FL0663,2024-12-06,P002,A017,Combat,4.4,7961,Completed,combat systems check completed
FL0664,2024-12-06,P002,A014,Combat,3.5,6662,Completed,Advanced combat training
FL0665,2024-12-06,P005,A017,Training,1.8,3247,Cancelled,training systems check completed
FL0666,2024-12-06,P020,A011,Combat,3.7,7216,Completed,Advanced combat training
FL0667,2024-12-06,P003,A015,Training,2.1,4291,Completed,Standard training procedures
FL0668,2024-12-06,P005,A003,Combat,4.8,9515,Completed,Routine combat mission
FL0669,2024-12-06,P013,A012,Reconnaissance,3.0,5690,Completed,Routine reconnaissance mission
FL0670,2024-12-06,P012,A015,Transport,3.4,7126,Completed,Routine transport mission
FL0671,2024-12-07,P003,A001,Training,2.1,4394,Completed,Emergency training training
FL0672,2024-12-07,P010,A008,Transport,2.5,5233,Completed,Emergency transport training
FL0673,2024-12-07,P010,A016,Reconnaissance,3.3,6700,Cancelled,Standard reconnaissance procedures
FL0674,2024-12-07,P006,A015,Training,1.9,3466,Completed,Successful training operation
FL0675,2024-12-07,P017,A009,Combat,3.8,7348,Completed,Weather-related combat mission
FL0676,2024-12-07,P003,A015,Training,1.9,3864,Completed,Routine training mission
FL0677,2024-12-07,P011,A017,Reconnaissance,3.7,7108,Completed,Standard reconnaissance procedures
FL0678,2024-12-07,P011,A009,Reconnaissance,3.4,6703,Completed,Successful reconnaissance operation
FL0679,2024-12-07,P019,A009,Patrol,3.6,6882,Completed,Night patrol mission
FL0680,2024-12-07,P010,A018,Combat,3.7,6928,Completed,Coastal combat operation
FL0681,2024-12-08,P003,A010,Combat,4.7,8806,Completed,Coastal combat operation
FL0682,2024-12-08,P010,A012,Patrol,3.1,6429,Completed,patrol systems check completed
FL0683,2024-12-08,P002,A003,Training,2.3,4696,Completed,Emergency training training
FL0684,2024-12-08,P003,A010,Training,2.4,4824,Completed,training systems check completed
FL0685,2024-12-08,P010,A012,Training,1.7,3107,Completed,Successful training operation
FL0686,2024-12-08,P016,A014,Reconnaissance,4.4,8407,Completed,Advanced reconnaissance training
FL0687,2024-12-08,P003,A012,Transport,2.9,5618,Completed,Joint force transport exercise
FL0688,2024-12-08,P012,A006,Reconnaissance,4.3,8851,Completed,reconnaissance systems check completed
FL0689,2024-12-08,P004,A011,Transport,3.5,6724,Completed,Coastal transport operation
FL0690,2024-12-08,P009,A007,Training,2.1,4030,Cancelled,Weather-related training mission
FL0691,2024-12-09,P002,A008,Combat,4.1,7394,Completed,Advanced combat training
FL0692,2024-12-09,P009,A013,Combat,3.7,6885,Completed,Emergency combat training
FL0693,2024-12-09,P020,A005,Reconnaissance,3.4,6121,Completed,Routine reconnaissance mission
FL0694,2024-12-09,P019,A006,Transport,2.5,4947,Completed,Emergency transport training
FL0695,2024-12-09,P011,A004,Combat,3.7,7159,Completed,Successful combat operation
FL0696,2024-12-09,P010,A014,Combat,3.6,7255,Completed,Standard combat procedures
FL0697,2024-12-09,P003,A017,Training,2.4,4653,Cancelled,Emergency training training
FL0698,2024-12-09,P019,A014,Reconnaissance,3.0,5472,Completed,reconnaissance systems check completed
FL0699,2024-12-09,P016,A017,Patrol,3.0,5978,Completed,Emergency patrol training
FL0700,2024-12-09,P001,A018,Patrol,3.1,5866,Completed,Joint force patrol exercise
FL0701,2024-12-10,P012,A010,Combat,4.3,9002,Cancelled,Emergency combat training
FL0702,2024-12-10,P017,A012,Transport,3.1,6128,Completed,Advanced transport training
FL0703,2024-12-10,P010,A008,Combat,4.3,8711,Completed,Advanced combat training
FL0704,2024-12-10,P009,A017,Transport,3.0,5689,Completed,transport systems check completed
FL0705,2024-12-10,P001,A004,Reconnaissance,4.0,8093,Completed,reconnaissance systems check completed
FL0706,2024-12-10,P017,A006,Reconnaissance,3.1,5862,Cancelled,Coastal reconnaissance operation
FL0707,2024-12-10,P012,A004,Reconnaissance,3.8,7955,Completed,Standard reconnaissance procedures
FL0708,2024-12-10,P004,A012,Patrol,2.5,4643,Completed,Weather-related patrol mission
FL0709,2024-12-10,P020,A012,Combat,3.7,7542,Completed,Weather-related combat mission
FL0710,2024-12-10,P020,A004,Reconnaissance,4.3,8453,Completed,Standard reconnaissance procedures
FL0711,2024-12-11,P009,A003,Combat,4.4,9028,Completed,Night combat mission
FL0712,2024-12-11,P019,A011,Reconnaissance,3.2,6504,Completed,Standard reconnaissance procedures
FL0713,2024-12-11,P011,A004,Patrol,3.8,7439,Completed,Night patrol mission
FL0714,2024-12-11,P004,A015,Transport,2.5,4750,Cancelled,Standard transport procedures
FL0715,2024-12-11,P018,A002,Patrol,3.0,6284,Completed,Routine patrol mission
FL0716,2024-12-11,P015,A018,Patrol,3.5,7348,Completed,patrol systems check completed
FL0717,2024-12-11,P012,A019,Combat,4.6,9281,Completed,Night combat mission
FL0718,2024-12-11,P005,A006,Reconnaissance,3.2,6570,Completed,Standard reconnaissance procedures
FL0719,2024-12-11,P001,A006,Training,2.7,4963,Completed,training systems check completed
FL0720,2024-12-11,P003,A018,Transport,2.5,4736,Completed,transport systems check completed
FL0721,2024-12-12,P017,A013,Reconnaissance,4.2,8572,Cancelled,Advanced reconnaissance training
FL0722,2024-12-12,P008,A013,Training,1.5,2770,Completed,Emergency training training
FL0723,2024-12-12,P020,A016,Combat,4.3,8533,Completed,Emergency combat training
FL0724,2024-12-12,P012,A006,Training,1.9,3856,Completed,Advanced training training
FL0725,2024-12-12,P004,A013,Reconnaissance,2.9,6016,Completed,Joint force reconnaissance exercise
FL0726,2024-12-12,P019,A018,Transport,3.2,5846,Cancelled,Night transport mission
FL0727,2024-12-12,P006,A016,Transport,3.0,5659,Completed,Coastal transport operation
FL0728,2024-12-12,P018,A008,Transport,2.9,5896,Completed,Emergency transport training
FL0729,2024-12-12,P006,A007,Patrol,3.5,6945,Cancelled,Joint force patrol exercise
FL0730,2024-12-12,P002,A010,Transport,3.1,5974,Cancelled,Routine transport mission
FL0731,2024-12-13,P011,A006,Transport,3.4,6949,Completed,Coastal transport operation
FL0732,2024-12-13,P009,A013,Combat,3.9,7522,Completed,Night combat mission
FL0733,2024-12-13,P004,A002,Reconnaissance,4.2,7761,Completed,reconnaissance systems check completed
FL0734,2024-12-13,P003,A020,Reconnaissance,3.0,6119,Completed,Standard reconnaissance procedures
FL0735,2024-12-13,P006,A001,Training,2.1,4245,Completed,Routine training mission
FL0736,2024-12-13,P005,A008,Training,2.0,3981,Completed,Emergency training training
FL0737,2024-12-13,P013,A004,Patrol,3.4,6370,Completed,Advanced patrol training
FL0738,2024-12-13,P011,A016,Reconnaissance,3.0,5971,Completed,reconnaissance systems check completed
FL0739,2024-12-13,P019,A010,Training,2.6,5313,Completed,Night training mission
FL0740,2024-12-13,P002,A002,Patrol,3.7,7441,Completed,Night patrol mission
FL0741,2024-12-14,P005,A012,Transport,3.2,6552,Completed,Coastal transport operation
FL0742,2024-12-14,P020,A020,Transport,2.4,4588,Completed,transport systems check completed
FL0743,2024-12-14,P017,A017,Transport,2.0,3995,Completed,Weather-related transport mission
FL0744,2024-12-14,P019,A017,Patrol,2.9,5698,Completed,Routine patrol mission
FL0745,2024-12-14,P015,A013,Combat,3.5,7316,Completed,Routine combat mission
FL0746,2024-12-14,P008,A003,Patrol,3.3,6456,Completed,Joint force patrol exercise
FL0747,2024-12-14,P012,A011,Reconnaissance,3.5,7215,Completed,Routine reconnaissance mission
FL0748,2024-12-14,P014,A020,Patrol,4.0,7793,Completed,Advanced patrol training
FL0749,2024-12-14,P017,A003,Patrol,3.6,6500,Completed,Joint force patrol exercise
FL0750,2024-12-14,P007,A003,Combat,4.0,8309,Completed,Weather-related combat mission
FL0751,2024-12-15,P008,A006,Reconnaissance,4.2,8764,Cancelled,Advanced reconnaissance training
FL0752,2024-12-15,P015,A016,Combat,4.9,9501,Completed,Advanced combat training
FL0753,2024-12-15,P009,A020,Combat,4.7,9401,Completed,Weather-related combat mission
FL0754,2024-12-15,P012,A004,Training,2.7,4986,Completed,training systems check completed
FL0755,2024-12-15,P006,A007,Patrol,2.6,4827,Completed,Emergency patrol training
FL0756,2024-12-15,P005,A003,Transport,2.5,5225,Cancelled,Coastal transport operation
FL0757,2024-12-15,P018,A007,Combat,3.8,7050,Completed,Routine combat mission
FL0758,2024-12-15,P010,A020,Combat,4.3,8990,Completed,Weather-related combat mission
FL0759,2024-12-15,P020,A010,Training,2.1,3983,Completed,Night training mission
FL0760,2024-12-15,P010,A009,Reconnaissance,3.6,7199,Completed,Advanced reconnaissance training
FL0761,2024-12-16,P003,A001,Reconnaissance,4.0,8211,Completed,Successful reconnaissance operation
FL0762,2024-12-16,P004,A011,Reconnaissance,3.0,6204,Completed,Night reconnaissance mission
FL0763,2024-12-16,P008,A004,Training,1.5,3096,Completed,Routine training mission
FL0764,2024-12-16,P020,A018,Training,2.3,4307,Completed,Joint force training exercise
FL0765,2024-12-16,P019,A005,Combat,4.9,9769,Completed,Routine combat mission
FL0766,2024-12-16,P002,A007,Transport,3.1,6330,Completed,Emergency transport training
FL0767,2024-12-16,P006,A015,Training,2.0,3707,Cancelled,Successful training operation
FL0768,2024-12-16,P019,A007,Patrol,3.0,5420,Completed,Successful patrol operation
FL0769,2024-12-16,P005,A005,Training,1.6,3153,Completed,Weather-related training mission
FL0770,2024-12-16,P013,A002,Training,1.7,3077,Completed,Night training mission
FL0771,2024-12-17,P005,A007,Training,1.7,3294,Completed,Joint force training exercise
FL0772,2024-12-17,P005,A016,Training,2.0,3659,Completed,Weather-related training mission
FL0773,2024-12-17,P018,A002,Transport,2.7,5225,Completed,Successful transport operation
FL0774,2024-12-17,P014,A018,Training,2.5,4666,Completed,training systems check completed
FL0775,2024-12-17,P015,A016,Combat,3.6,7491,Completed,Coastal combat operation
FL0776,2024-12-17,P015,A003,Combat,3.6,7357,Completed,Advanced combat training
FL0777,2024-12-17,P012,A018,Combat,4.2,8071,Cancelled,Emergency combat training
FL0778,2024-12-17,P018,A005,Combat,4.6,9176,Completed,Emergency combat training
FL0779,2024-12-17,P015,A003,Patrol,3.3,6844,Completed,patrol systems check completed
FL0780,2024-12-17,P009,A003,Patrol,2.7,5573,Completed,Successful patrol operation
FL0781,2024-12-18,P006,A013,Training,2.4,4896,Completed,Joint force training exercise
FL0782,2024-12-18,P018,A006,Patrol,3.8,7453,Completed,patrol systems check completed
FL0783,2024-12-18,P004,A005,Training,1.8,3474,Completed,Emergency training training
FL0784,2024-12-18,P010,A019,Transport,2.1,3911,Completed,Night transport mission
FL0785,2024-12-18,P011,A018,Patrol,2.7,5165,Completed,Routine patrol mission
FL0786,2024-12-18,P014,A009,Transport,2.8,5125,Cancelled,Joint force transport exercise
FL0787,2024-12-18,P008,A002,Patrol,3.5,6612,Completed,Routine patrol mission
FL0788,2024-12-18,P001,A005,Training,1.9,3915,Completed,Coastal training operation
FL0789,2024-12-18,P002,A005,Transport,3.4,6764,Completed,Routine transport mission
FL0790,2024-12-18,P009,A008,Reconnaissance,4.2,8747,Completed,Joint force reconnaissance exercise
FL0791,2024-12-19,P010,A007,Reconnaissance,4.0,7505,Completed,Night reconnaissance mission
FL0792,2024-12-19,P016,A016,Combat,4.8,9963,Completed,Advanced combat training
FL0793,2024-12-19,P011,A010,Transport,3.5,6473,Completed,Successful transport operation
FL0794,2024-12-19,P011,A014,Reconnaissance,4.5,8105,Completed,Advanced reconnaissance training
FL0795,2024-12-19,P020,A010,Patrol,3.6,7073,Completed,Emergency patrol training
FL0796,2024-12-19,P017,A004,Transport,3.2,5917,Completed,Joint force transport exercise
FL0797,2024-12-19,P002,A002,Patrol,3.4,6168,Completed,Emergency patrol training
FL0798,2024-12-19,P007,A008,Combat,3.6,6543,Cancelled,Successful combat operation
FL0799,2024-12-19,P009,A005,Reconnaissance,3.3,6533,Cancelled,reconnaissance systems check completed
FL0800,2024-12-19,P014,A018,Combat,4.3,8920,Completed,Night combat mission
FL0801,2024-12-20,P020,A015,Combat,4.2,8805,Completed,Night combat mission
FL0802,2024-12-20,P019,A004,Reconnaissance,2.9,5500,Completed,Advanced reconnaissance training
FL0803,2024-12-20,P005,A003,Combat,4.7,8892,Completed,Weather-related combat mission
FL0804,2024-12-20,P008,A011,Transport,2.3,4395,Completed,Routine transport mission
FL0805,2024-12-20,P016,A005,Reconnaissance,3.2,6610,Completed,Joint force reconnaissance exercise
FL0806,2024-12-20,P019,A014,Training,2.7,5485,Completed,Weather-related training mission
FL0807,2024-12-20,P013,A020,Patrol,3.2,6392,Completed,Joint force patrol exercise
FL0808,2024-12-20,P009,A012,Combat,4.9,9775,Cancelled,Coastal combat operation
FL0809,2024-12-20,P015,A017,Combat,4.5,8276,Completed,Joint force combat exercise
FL0810,2024-12-20,P017,A008,Patrol,3.1,5921,Completed,Night patrol mission
FL0811,2024-12-21,P001,A004,Training,2.0,3851,Completed,Advanced training training
FL0812,2024-12-21,P016,A012,Training,2.3,4719,Completed,Emergency training training
FL0813,2024-12-21,P009,A016,Patrol,3.6,6921,Completed,patrol systems check completed
FL0814,2024-12-21,P004,A009,Training,2.0,4018,Completed,Emergency training training
FL0815,2024-12-21,P018,A001,Reconnaissance,3.1,6292,Completed,Standard reconnaissance procedures
FL0816,2024-12-21,P016,A014,Patrol,3.9,7038,Completed,Weather-related patrol mission
FL0817,2024-12-21,P011,A001,Transport,2.2,4098,Completed,Advanced transport training
FL0818,2024-12-21,P005,A018,Patrol,3.2,6169,Completed,Coastal patrol operation
FL0819,2024-12-21,P011,A010,Reconnaissance,3.9,7513,Completed,Advanced reconnaissance training
FL0820,2024-12-21,P004,A012,Reconnaissance,3.8,7092,Cancelled,Successful reconnaissance operation
FL0821,2024-12-22,P008,A007,Transport,2.8,5165,Completed,Routine transport mission
FL0822,2024-12-22,P013,A004,Patrol,2.6,4995,Cancelled,Weather-related patrol mission
FL0823,2024-12-22,P013,A018,Transport,2.1,4381,Completed,Emergency transport training
FL0824,2024-12-22,P012,A017,Transport,3.1,6129,Completed,Standard transport procedures
FL0825,2024-12-22,P010,A010,Reconnaissance,2.9,5417,Completed,Coastal reconnaissance operation
FL0826,2024-12-22,P001,A012,Patrol,3.7,7124,Completed,Routine patrol mission
FL0827,2024-12-22,P017,A011,Transport,3.5,6640,Completed,Standard transport procedures
FL0828,2024-12-22,P020,A019,Patrol,3.1,6255,Completed,Coastal patrol operation
FL0829,2024-12-22,P018,A020,Training,2.7,5538,Completed,Advanced training training
FL0830,2024-12-22,P015,A005,Combat,4.3,8624,Completed,combat systems check completed
FL0831,2024-12-23,P016,A002,Training,2.6,5395,Completed,Coastal training operation
FL0832,2024-12-23,P003,A010,Combat,5.0,9285,Completed,Night combat mission
FL0833,2024-12-23,P007,A008,Reconnaissance,4.0,7552,Completed,Joint force reconnaissance exercise
FL0834,2024-12-23,P005,A014,Patrol,3.8,7042,Completed,Coastal patrol operation
FL0835,2024-12-23,P015,A001,Reconnaissance,3.1,5804,Completed,Emergency reconnaissance training
FL0836,2024-12-23,P012,A005,Training,1.8,3597,Completed,Advanced training training
FL0837,2024-12-23,P010,A006,Training,1.7,3258,Completed,Emergency training training
FL0838,2024-12-23,P017,A005,Patrol,3.7,6959,Completed,patrol systems check completed
FL0839,2024-12-23,P010,A004,Patrol,3.1,6436,Cancelled,Weather-related patrol mission
FL0840,2024-12-23,P019,A015,Transport,3.2,6096,Completed,Weather-related transport mission
FL0841,2024-12-24,P012,A006,Reconnaissance,3.6,7127,Completed,Standard reconnaissance procedures
FL0842,2024-12-24,P013,A007,Combat,4.2,8366,Cancelled,Emergency combat training
FL0843,2024-12-24,P001,A009,Reconnaissance,3.2,6697,Completed,Coastal reconnaissance operation
FL0844,2024-12-24,P018,A006,Combat,3.7,7082,Cancelled,Standard combat procedures
FL0845,2024-12-24,P017,A003,Reconnaissance,4.1,7423,Completed,Night reconnaissance mission
FL0846,2024-12-24,P006,A002,Transport,2.2,4309,Completed,Emergency transport training
FL0847,2024-12-24,P010,A005,Transport,2.2,4166,Completed,Standard transport procedures
FL0848,2024-12-24,P017,A016,Transport,2.3,4174,Completed,transport systems check completed
FL0849,2024-12-24,P009,A014,Patrol,2.6,5313,Completed,Emergency patrol training
FL0850,2024-12-24,P002,A003,Transport,2.3,4232,Cancelled,Joint force transport exercise
FL0851,2024-12-25,P016,A005,Transport,2.9,5917,Completed,Weather-related transport mission
FL0852,2024-12-25,P005,A016,Training,1.7,3320,Completed,Advanced training training
FL0853,2024-12-25,P020,A006,Reconnaissance,3.4,6397,Completed,reconnaissance systems check completed
FL0854,2024-12-25,P004,A004,Combat,4.6,9618,Completed,Emergency combat training
FL0855,2024-12-25,P014,A006,Training,1.8,3278,Completed,Emergency training training
FL0856,2024-12-25,P008,A004,Training,2.3,4227,Completed,Routine training mission
FL0857,2024-12-25,P017,A005,Transport,2.4,4974,Completed,Joint force transport exercise
FL0858,2024-12-25,P018,A010,Training,2.4,4320,Cancelled,Coastal training operation
FL0859,2024-12-25,P003,A008,Transport,3.1,6171,Completed,Standard transport procedures
FL0860,2024-12-25,P010,A003,Reconnaissance,3.2,6711,Completed,Weather-related reconnaissance mission
FL0861,2024-12-26,P012,A013,Transport,2.4,4772,Completed,Successful transport operation
FL0862,2024-12-26,P013,A005,Combat,3.5,6992,Completed,combat systems check completed
FL0863,2024-12-26,P003,A010,Training,2.1,3937,Cancelled,Coastal training operation
FL0864,2024-12-26,P001,A009,Transport,2.4,4958,Completed,Advanced transport training
FL0865,2024-12-26,P004,A015,Patrol,3.2,6584,Cancelled,Advanced patrol training
FL0866,2024-12-26,P009,A016,Training,2.5,4770,Completed,Joint force training exercise
FL0867,2024-12-26,P006,A001,Training,2.2,4169,Completed,Coastal training operation
FL0868,2024-12-26,P017,A008,Training,1.7,3138,Cancelled,Standard training procedures
FL0869,2024-12-26,P007,A003,Transport,3.3,6540,Completed,Emergency transport training
FL0870,2024-12-26,P007,A014,Combat,3.9,7770,Completed,Coastal combat operation
FL0871,2024-12-27,P015,A006,Combat,4.1,8419,Completed,Coastal combat operation
FL0872,2024-12-27,P008,A014,Training,1.9,3462,Completed,Successful training operation
FL0873,2024-12-27,P005,A006,Training,1.6,3269,Completed,training systems check completed
FL0874,2024-12-27,P011,A017,Reconnaissance,3.7,7328,Completed,Weather-related reconnaissance mission
FL0875,2024-12-27,P001,A006,Combat,4.1,7942,Completed,combat systems check completed
FL0876,2024-12-27,P016,A014,Training,2.6,5400,Completed,Weather-related training mission
FL0877,2024-12-27,P005,A010,Patrol,3.6,7123,Completed,Weather-related patrol mission
FL0878,2024-12-27,P020,A018,Reconnaissance,3.6,7216,Completed,Successful reconnaissance operation
FL0879,2024-12-27,P014,A012,Training,2.7,5401,Completed,Night training mission
FL0880,2024-12-27,P002,A012,Transport,2.1,4398,Cancelled,Coastal transport operation
FL0881,2024-12-28,P020,A016,Combat,4.7,9867,Completed,Weather-related combat mission
FL0882,2024-12-28,P013,A003,Combat,5.0,10033,Completed,Night combat mission
FL0883,2024-12-28,P013,A008,Reconnaissance,3.2,5874,Completed,Night reconnaissance mission
FL0884,2024-12-28,P020,A010,Transport,3.3,6423,Cancelled,Successful transport operation
FL0885,2024-12-28,P008,A013,Reconnaissance,3.4,6794,Completed,Routine reconnaissance mission
FL0886,2024-12-28,P017,A019,Training,2.0,3671,Completed,Advanced training training
FL0887,2024-12-28,P010,A001,Training,2.6,5363,Completed,Advanced training training
FL0888,2024-12-28,P012,A014,Patrol,3.8,7892,Completed,Routine patrol mission
FL0889,2024-12-28,P007,A015,Combat,4.9,9522,Completed,Emergency combat training
FL0890,2024-12-28,P016,A002,Training,1.8,3446,Completed,Advanced training training
FL0891,2024-12-29,P009,A013,Combat,4.4,8866,Completed,Weather-related combat mission
FL0892,2024-12-29,P015,A011,Combat,4.0,7272,Completed,Advanced combat training
FL0893,2024-12-29,P016,A007,Combat,5.0,9918,Completed,Coastal combat operation
FL0894,2024-12-29,P005,A006,Combat,3.6,6676,Completed,Routine combat mission
FL0895,2024-12-29,P003,A005,Patrol,3.7,6881,Completed,Joint force patrol exercise
FL0896,2024-12-29,P002,A002,Transport,2.3,4504,Completed,Advanced transport training
FL0897,2024-12-29,P013,A003,Reconnaissance,3.6,6620,Completed,Weather-related reconnaissance mission
FL0898,2024-12-29,P005,A011,Transport,3.0,5511,Cancelled,Weather-related transport mission
FL0899,2024-12-29,P019,A010,Transport,2.5,4890,Completed,Night transport mission
FL0900,2024-12-29,P005,A010,Reconnaissance,4.4,8760,Completed,Routine reconnaissance mission
FL0901,2024-12-30,P013,A001,Combat,4.4,8216,Completed,Night combat mission
FL0902,2024-12-30,P008,A006,Reconnaissance,3.8,7258,Completed,Joint force reconnaissance exercise
FL0903,2024-12-30,P018,A001,Training,2.4,4929,Completed,Routine training mission
FL0904,2024-12-30,P006,A003,Combat,4.8,9864,Completed,Emergency combat training
FL0905,2024-12-30,P013,A005,Combat,4.5,8558,Completed,Successful combat operation
FL0906,2024-12-30,P015,A012,Reconnaissance,3.9,7211,Completed,Weather-related reconnaissance mission
FL0907,2024-12-30,P003,A003,Reconnaissance,2.8,5671,Completed,Coastal reconnaissance operation
FL0908,2024-12-30,P019,A005,Training,1.9,3984,Completed,Routine training mission
FL0909,2024-12-30,P013,A008,Patrol,3.9,7848,Completed,Coastal patrol operation
FL0910,2024-12-30,P014,A005,Transport,2.1,3999,Completed,Successful transport operation
FL0911,2024-12-31,P011,A012,Training,2.1,3861,Completed,training systems check completed
FL0912,2024-12-31,P010,A003,Transport,3.5,6734,Completed,Routine transport mission
FL0913,2024-12-31,P011,A013,Combat,4.9,9680,Completed,Successful combat operation
FL0914,2024-12-31,P008,A016,Patrol,2.8,5707,Cancelled,Successful patrol operation
FL0915,2024-12-31,P008,A010,Combat,4.3,8418,Completed,Routine combat mission
FL0916,2024-12-31,P006,A003,Transport,2.7,5590,Completed,Weather-related transport mission
FL0917,2024-12-31,P017,A001,Reconnaissance,2.9,5481,Completed,Successful reconnaissance operation
FL0918,2024-12-31,P009,A016,Training,2.5,5109,Completed,training systems check completed
FL0919,2024-12-31,P002,A010,Reconnaissance,4.4,8444,Completed,Coastal reconnaissance operation
FL0920,2024-12-31,P017,A006,Patrol,2.5,5167,Completed,Standard patrol procedures
FL0921,2025-01-01,P008,A018,Training,1.8,3634,Completed,training systems check completed
FL0922,2025-01-01,P004,A011,Patrol,3.1,6198,Completed,Coastal patrol operation
FL0923,2025-01-01,P013,A007,Reconnaissance,3.8,6857,Completed,Weather-related reconnaissance mission
FL0924,2025-01-01,P003,A012,Reconnaissance,2.9,5227,Cancelled,Weather-related reconnaissance mission
FL0925,2025-01-01,P009,A013,Combat,4.5,9193,Completed,Joint force combat exercise
FL0926,2025-01-01,P002,A019,Combat,3.6,7370,Completed,Advanced combat training
FL0927,2025-01-01,P017,A006,Combat,4.4,8048,Completed,Standard combat procedures
FL0928,2025-01-01,P012,A015,Combat,4.6,9067,Completed,Routine combat mission
FL0929,2025-01-01,P001,A008,Reconnaissance,4.3,7824,Cancelled,Emergency reconnaissance training
FL0930,2025-01-01,P004,A014,Training,1.8,3372,Completed,Weather-related training mission
FL0931,2025-01-02,P005,A003,Transport,2.1,3974,Completed,Night transport mission
FL0932,2025-01-02,P010,A016,Training,2.6,5282,Completed,Night training mission
FL0933,2025-01-02,P003,A006,Training,2.7,5408,Completed,Emergency training training
FL0934,2025-01-02,P012,A017,Combat,4.5,8364,Completed,Standard combat procedures
FL0935,2025-01-02,P019,A007,Training,2.2,4310,Completed,Standard training procedures
FL0936,2025-01-02,P008,A008,Patrol,3.0,5429,Completed,Night patrol mission
FL0937,2025-01-02,P007,A017,Training,2.1,4149,Completed,Weather-related training mission
FL0938,2025-01-02,P020,A006,Patrol,3.5,6488,Completed,Emergency patrol training
FL0939,2025-01-02,P018,A019,Reconnaissance,2.8,5313,Completed,Night reconnaissance mission
FL0940,2025-01-02,P013,A017,Combat,4.7,8705,Completed,Night combat mission
FL0941,2025-01-03,P009,A008,Patrol,2.7,4975,Completed,Routine patrol mission
FL0942,2025-01-03,P007,A020,Patrol,3.5,7316,Completed,Night patrol mission
FL0943,2025-01-03,P014,A018,Patrol,2.6,5027,Completed,Successful patrol operation
FL0944,2025-01-03,P016,A012,Patrol,3.9,7337,Completed,Emergency patrol training
FL0945,2025-01-03,P005,A010,Training,1.9,3476,Completed,Routine training mission
FL0946,2025-01-03,P013,A004,Training,1.7,3165,Cancelled,Coastal training operation
FL0947,2025-01-03,P014,A012,Patrol,3.0,6028,Completed,patrol systems check completed
FL0948,2025-01-03,P002,A004,Transport,2.1,4321,Completed,Weather-related transport mission
FL0949,2025-01-03,P005,A012,Reconnaissance,2.9,5259,Completed,Coastal reconnaissance operation
FL0950,2025-01-03,P018,A001,Combat,4.8,8975,Completed,Weather-related combat mission
FL0951,2025-01-04,P020,A008,Training,2.2,4619,Cancelled,Joint force training exercise
FL0952,2025-01-04,P005,A004,Combat,3.6,6702,Cancelled,Routine combat mission
FL0953,2025-01-04,P006,A007,Combat,4.2,7982,Completed,Routine combat mission
FL0954,2025-01-04,P016,A003,Transport,2.8,5759,Completed,Coastal transport operation
FL0955,2025-01-04,P013,A020,Combat,4.9,10085,Completed,Routine combat mission
FL0956,2025-01-04,P011,A018,Training,2.1,4209,Completed,Standard training procedures
FL0957,2025-01-04,P004,A019,Training,1.6,3251,Completed,Night training mission
FL0958,2025-01-04,P002,A003,Training,2.5,4763,Completed,Coastal training operation
FL0959,2025-01-04,P009,A008,Transport,3.3,6823,Completed,Emergency transport training
FL0960,2025-01-04,P010,A001,Patrol,4.0,7895,Completed,Routine patrol mission
FL0961,2025-01-05,P006,A014,Reconnaissance,2.8,5299,Cancelled,Weather-related reconnaissance mission
FL0962,2025-01-05,P008,A004,Training,2.4,4676,Completed,Coastal training operation
FL0963,2025-01-05,P002,A015,Transport,2.8,5548,Completed,Successful transport operation
FL0964,2025-01-05,P010,A005,Combat,4.2,7822,Completed,Successful combat operation
FL0965,2025-01-05,P011,A016,Reconnaissance,4.4,9168,Completed,Successful reconnaissance operation
